line_no,db_id,question,fail_cat,agg_ok,sel_ok,cond_ok,em,pred_sql,gold_sql,gold_struct,pred_struct
1580,1-24225238-1,"Who was the supporting actress in ""For Whom the Bell Tolls""?",ok,True,True,True,True,SELECT supporting_actress FROM wikisql_data WHERE film = 'For Whom the Bell Tolls',SELECT col8 FROM table WHERE col4 = 'For Whom the Bell Tolls',"{'agg': 0, 'sel': 8, 'conds': [[4, 0, 'for whom the bell tolls']], 'count_star': False}","{'agg': 0, 'sel': 8, 'conds': [[4, 0, 'for whom the bell tolls']], 'count_star': False}"
1581,1-24225238-1,Who was the supporting actress in a film with Diane Keaton as the leading actress?,ok,True,True,True,True,SELECT supporting_actress FROM wikisql_data WHERE leading_actress = 'Diane Keaton',SELECT col8 FROM table WHERE col6 = 'Diane Keaton',"{'agg': 0, 'sel': 8, 'conds': [[6, 0, 'diane keaton']], 'count_star': False}","{'agg': 0, 'sel': 8, 'conds': [[6, 0, 'diane keaton']], 'count_star': False}"
1582,1-24225238-1,Who was the leading actress in a film with Warren Beatty as the leading actor and also at the 40th Oscars?,ok,True,True,True,True,SELECT leading_actress FROM wikisql_data WHERE leading_actor = 'Warren Beatty' AND oscars = '40th',SELECT col6 FROM table WHERE col5 = 'Warren Beatty' AND col1 = '40th',"{'agg': 0, 'sel': 6, 'conds': [[5, 0, 'warren beatty'], [1, 0, '40th']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[5, 0, 'warren beatty'], [1, 0, '40th']], 'count_star': False}"
1583,1-24225238-1,Which film had Charles Bickford as supporting actor?,ok,True,True,True,True,SELECT film FROM wikisql_data WHERE supporting_actor = 'Charles Bickford',SELECT col4 FROM table WHERE col7 = 'Charles Bickford',"{'agg': 0, 'sel': 4, 'conds': [[7, 0, 'charles bickford']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[7, 0, 'charles bickford']], 'count_star': False}"
1584,1-24225238-1,Who was the supporting actress in 1943?,ok,True,True,True,True,SELECT supporting_actress FROM wikisql_data WHERE year = 1943,SELECT col8 FROM table WHERE col0 = 1943,"{'agg': 0, 'sel': 8, 'conds': [[0, 0, 1943]], 'count_star': False}","{'agg': 0, 'sel': 8, 'conds': [[0, 0, 1943]], 'count_star': False}"
1586,1-24291077-4,How many viewers were there in Sydney for the episode when there were 334000 in Melbourne?,ok,True,True,True,True,SELECT sydney FROM wikisql_data WHERE melbourne = 334000,SELECT col1 FROM table WHERE col2 = 334000,"{'agg': 0, 'sel': 1, 'conds': [[2, 0, 334000]], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[2, 0, 334000]], 'count_star': False}"
1587,1-24291077-4,How many Adelaide viewers were there in Week 5?,ok,True,True,True,True,SELECT adelaide FROM wikisql_data WHERE week = 5,SELECT col4 FROM table WHERE col0 = 5,"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 5]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 5]], 'count_star': False}"
1588,1-24291077-4,What is the highest number of Brisbane viewers?,ok,True,True,True,True,SELECT MAX(brisbane) FROM wikisql_data,SELECT MAX(col3) FROM table,"{'agg': 1, 'sel': 3, 'conds': [], 'count_star': False}","{'agg': 1, 'sel': 3, 'conds': [], 'count_star': False}"
1589,1-24291077-8,What was the rating in Brisbane the week it was 276000 in Melbourne? ,ok,True,True,True,True,SELECT brisbane FROM wikisql_data WHERE melbourne = 276000,SELECT MAX(col3) FROM table WHERE col2 = 276000,"{'agg': 1, 'sel': 3, 'conds': [[2, 0, 276000]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 276000]], 'count_star': False}"
1590,1-24291077-8,What was the total rating on week 3? ,ok,True,True,True,True,SELECT total FROM wikisql_data WHERE week = 3,SELECT col6 FROM table WHERE col0 = 3,"{'agg': 0, 'sel': 6, 'conds': [[0, 0, 3]], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 3]], 'count_star': False}"
1591,1-24291077-8,What was the rating for Brisbane the week that Adelaide had 94000?,ok,True,True,True,True,SELECT brisbane FROM wikisql_data WHERE adelaide = 94000,SELECT MIN(col3) FROM table WHERE col4 = 94000,"{'agg': 2, 'sel': 3, 'conds': [[4, 0, 94000]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[4, 0, 94000]], 'count_star': False}"
1593,1-24319661-3,"How many millions of people in the US watched the ""Company Man"" episode?",ok,True,True,True,True,SELECT u_s_viewers_million FROM wikisql_data WHERE title = 'Company Man',"SELECT col5 FROM table WHERE col2 = '""Company Man""'","{'agg': 0, 'sel': 5, 'conds': [[2, 0, 'company man']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[2, 0, 'company man']], 'count_star': False}"
1595,1-24319661-3,"Who directed the episode ""Point Blank""?",ok,True,True,True,True,SELECT directed_by FROM wikisql_data WHERE title = 'Point Blank',"SELECT col3 FROM table WHERE col2 = '""Point Blank""'","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'point blank']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'point blank']], 'count_star': False}"
1596,1-24334261-1,What is the maximum folded value of the team whose stadium is Fraser Field?,ok,True,True,True,True,SELECT MAX(folded) FROM wikisql_data WHERE stadium = 'Fraser Field',SELECT MAX(col5) FROM table WHERE col2 = 'Fraser Field',"{'agg': 1, 'sel': 5, 'conds': [[2, 0, 'fraser field']], 'count_star': False}","{'agg': 1, 'sel': 5, 'conds': [[2, 0, 'fraser field']], 'count_star': False}"
1597,1-24334261-1,What is the maximum founded year of the Worcester Tornadoes?,ok,True,True,True,True,SELECT MAX(founded) FROM wikisql_data WHERE team = 'Worcester Tornadoes',SELECT MAX(col4) FROM table WHERE col0 = 'Worcester Tornadoes',"{'agg': 1, 'sel': 4, 'conds': [[0, 0, 'worcester tornadoes']], 'count_star': False}","{'agg': 1, 'sel': 4, 'conds': [[0, 0, 'worcester tornadoes']], 'count_star': False}"
1598,1-24399615-3,How many viewers were there for airdate is 22 october 2009?,ok,True,True,True,True,SELECT viewers FROM wikisql_data WHERE airdate = '22 October 2009',SELECT MAX(col2) FROM table WHERE col1 = '22 October 2009',"{'agg': 1, 'sel': 2, 'conds': [[1, 0, '22 october 2009']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[1, 0, '22 october 2009']], 'count_star': False}"
1599,1-24399615-3,What is the  cable rank for episode no. 4?,ok,True,True,True,True,SELECT cable_rank FROM wikisql_data WHERE episode_no = 4,SELECT col4 FROM table WHERE col0 = 4,"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 4]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 4]], 'count_star': False}"
1600,1-24399615-3,Where where the bbc three weekly ranking for episode no. 5?,ok,True,True,True,True,SELECT bbc_three_weekly_ranking FROM wikisql_data WHERE episode_no = 5,SELECT col3 FROM table WHERE col0 = 5,"{'agg': 0, 'sel': 3, 'conds': [[0, 0, 5]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, 5]], 'count_star': False}"
1601,1-24399615-3,What is the cable rank for bbc three weekly ranking of n/a?,ok,True,True,True,True,SELECT cable_rank FROM wikisql_data WHERE bbc_three_weekly_ranking = 'n/a',SELECT col4 FROM table WHERE col3 = 'N/A',"{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'n/a']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'n/a']], 'count_star': False}"
1602,1-24399615-3,What is the cable rank for the airdate of 10 december 2009?,ok,True,True,True,True,SELECT cable_rank FROM wikisql_data WHERE airdate = '10 December 2009',SELECT col4 FROM table WHERE col1 = '10 December 2009',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, '10 december 2009']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, '10 december 2009']], 'count_star': False}"
1603,1-24399615-3,How many entries are shown for viewers when the airdate was 26 november 2009?,ok,True,True,True,True,SELECT COUNT(viewers) FROM wikisql_data WHERE airdate = '26 November 2009',SELECT COUNT(col2) FROM table WHERE col1 = '26 November 2009',"{'agg': 3, 'sel': 2, 'conds': [[1, 0, '26 november 2009']], 'count_star': False}","{'agg': 3, 'sel': 2, 'conds': [[1, 0, '26 november 2009']], 'count_star': False}"
1604,1-24463470-1,What is the difficulty of the athens circuit?,ok,True,True,True,True,SELECT difficulty FROM wikisql_data WHERE circuit = 'athens',SELECT col1 FROM table WHERE col0 = 'Athens',"{'agg': 0, 'sel': 1, 'conds': [[0, 0, 'athens']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[0, 0, 'athens']], 'count_star': False}"
1606,1-24463470-1,How many instances is the unlocked n/a?,ok,True,True,True,True,SELECT COUNT(*) FROM wikisql_data WHERE unlocked_by = 'n/a',SELECT COUNT(col4) FROM table WHERE col8 = 'N/A',"{'agg': 3, 'sel': 4, 'conds': [[8, 0, 'n/a']], 'count_star': False}","{'agg': 3, 'sel': -999, 'conds': [[8, 0, 'n/a']], 'count_star': True}"
1607,1-24463470-1,What is the lowest unlock order for the athens circuit?,ok,True,True,True,True,SELECT MIN(unlock_order) FROM wikisql_data WHERE circuit = 'athens',SELECT MIN(col6) FROM table WHERE col0 = 'Athens',"{'agg': 2, 'sel': 6, 'conds': [[0, 0, 'athens']], 'count_star': False}","{'agg': 2, 'sel': 6, 'conds': [[0, 0, 'athens']], 'count_star': False}"
1608,1-24463470-1,What is the setting for the hard difficulty?,ok,True,True,True,True,SELECT setting FROM wikisql_data WHERE difficulty = 'hard',SELECT col4 FROM table WHERE col1 = 'Hard',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'hard']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'hard']], 'count_star': False}"
1609,1-24463470-1,What are the conditions for the athens circuit?,ok,True,True,True,True,SELECT conditions FROM wikisql_data WHERE circuit = 'athens',SELECT col5 FROM table WHERE col0 = 'Athens',"{'agg': 0, 'sel': 5, 'conds': [[0, 0, 'athens']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[0, 0, 'athens']], 'count_star': False}"
1610,1-24491017-1,What team was he on when he finished in 11th position?,ok,True,True,True,True,SELECT team FROM wikisql_data WHERE position = '11th',SELECT col2 FROM table WHERE col9 = '11th',"{'agg': 0, 'sel': 2, 'conds': [[9, 0, '11th']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[9, 0, '11th']], 'count_star': False}"
1611,1-24491017-1,How many f/laps when he finished 8th?,ok,True,True,True,True,SELECT f_laps FROM wikisql_data WHERE position = '8th',SELECT MAX(col6) FROM table WHERE col9 = '8th',"{'agg': 1, 'sel': 6, 'conds': [[9, 0, '8th']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[9, 0, '8th']], 'count_star': False}"
1612,1-24491017-1,What team was he on when he had 10 f/laps?,ok,True,True,True,True,SELECT team FROM wikisql_data WHERE f_laps = 10,SELECT col2 FROM table WHERE col6 = 10,"{'agg': 0, 'sel': 2, 'conds': [[6, 0, 10]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[6, 0, 10]], 'count_star': False}"
1614,1-2454589-1,Name the last title for cuenca,ok,True,True,True,True,SELECT last_title FROM wikisql_data WHERE home_city = 'cuenca',SELECT col5 FROM table WHERE col1 = 'Cuenca',"{'agg': 0, 'sel': 5, 'conds': [[1, 0, 'cuenca']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[1, 0, 'cuenca']], 'count_star': False}"
1615,1-2454589-1,Name the first season in the series for 2006,ok,True,True,True,True,SELECT first_season_in_the_serie_a FROM wikisql_data WHERE last_title = '2006',SELECT col3 FROM table WHERE col5 = '2006',"{'agg': 0, 'sel': 3, 'conds': [[5, 0, 2006]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[5, 0, 2006]], 'count_star': False}"
1616,1-2454589-1,Name the last title for 2012,ok,True,True,True,True,SELECT last_title FROM wikisql_data WHERE first_season_in_current_spell = 2012,SELECT col5 FROM table WHERE col4 = 2012,"{'agg': 0, 'sel': 5, 'conds': [[4, 0, 2012]], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[4, 0, 2012]], 'count_star': False}"
1617,1-2454589-1,Name the club for quevedo,ok,True,True,True,True,SELECT club FROM wikisql_data WHERE home_city = 'Quevedo',SELECT col0 FROM table WHERE col1 = 'Quevedo',"{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'quevedo']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'quevedo']], 'count_star': False}"
1618,1-2454589-1,Name the most for first season in the serie a for 7 de octubre,ok,True,True,True,True,SELECT MAX(first_season_in_the_serie_a) FROM wikisql_data WHERE club = '7 de Octubre',SELECT MAX(col3) FROM table WHERE col2 = '7 de Octubre',"{'agg': 1, 'sel': 3, 'conds': [[2, 0, '7 de octubre']], 'count_star': False}","{'agg': 1, 'sel': 3, 'conds': [[0, 0, '7 de octubre']], 'count_star': False}"
1619,1-24565004-15,How many games had less than 7 goals scored?,ok,True,True,True,True,SELECT COUNT(*) FROM wikisql_data WHERE goals¹ < 7,SELECT COUNT(col3) FROM table WHERE col4 = 7,"{'agg': 3, 'sel': 3, 'conds': [[4, 0, 7]], 'count_star': False}","{'agg': 3, 'sel': -999, 'conds': [[4, 2, 7]], 'count_star': True}"
1620,1-24565004-15,List the player that scored 4 times.,ok,True,True,True,True,SELECT name FROM wikisql_data WHERE goals¹ = 4,SELECT col0 FROM table WHERE col4 = 4,"{'agg': 0, 'sel': 0, 'conds': [[4, 0, 4]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[4, 0, 4]], 'count_star': False}"
1623,1-245695-2,"What was the season when mls regular season was 6th, east (9-11-10)?",ok,True,True,True,True,"SELECT season FROM wikisql_data WHERE mls_regular_season = '6th, East (9-11-10)'","SELECT col0 FROM table WHERE col1 = '6th, East (9-11-10)'","{'agg': 0, 'sel': 0, 'conds': [[1, 0, '6th, east (9-11-10)']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, '6th, east (9-11-10)']], 'count_star': False}"
1624,1-245695-2,What was the mls cup playoffs when concacaf champions cup / concacaf champions league was quarter-finals (09-10)?,ok,True,True,True,True,SELECT mls_cup_playoffs FROM wikisql_data WHERE concacaf_champions_cup_concacaf_champions_league = 'Quarter-finals (09-10)',SELECT col2 FROM table WHERE col4 = 'Quarter-Finals (09-10)',"{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'quarter-finals (09-10)']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'quarter-finals (09-10)']], 'count_star': False}"
1625,1-245695-2,"How many mls cup playoffs where there for the mls regular season is 1st, east* (13-7-10)?",ok,True,True,True,True,"SELECT COUNT(mls_cup_playoffs) FROM wikisql_data WHERE mls_regular_season = '1st, East* (13-7-10)'","SELECT COUNT(col2) FROM table WHERE col1 = '1st, East* (13-7-10)'","{'agg': 3, 'sel': 2, 'conds': [[1, 0, '1st, east* (13-7-10)']], 'count_star': False}","{'agg': 3, 'sel': 2, 'conds': [[1, 0, '1st, east* (13-7-10)']], 'count_star': False}"
1626,1-245695-2,"What was the lamar hunt u.s. open cup when concacaf champions cup / concacaf champions league was did not qualify and mls regular season was 4th, central (11-16-5)?",ok,True,True,True,True,"SELECT lamar_hunt_u_s_open_cup FROM wikisql_data WHERE concacaf_champions_cup_concacaf_champions_league = 'Did not qualify' AND mls_regular_season = '4th, Central (11-16-5)'","SELECT col3 FROM table WHERE col4 = 'Did not qualify' AND col1 = '4th, Central (11-16-5)'","{'agg': 0, 'sel': 3, 'conds': [[4, 0, 'did not qualify'], [1, 0, '4th, central (11-16-5)']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[4, 0, 'did not qualify'], [1, 0, '4th, central (11-16-5)']], 'count_star': False}"
1627,1-245695-2,"How many entries are there for season where mls regular season was 5th, east (10-12-8)?",ok,True,True,True,True,"SELECT COUNT(season) FROM wikisql_data WHERE mls_regular_season = '5th, East (10-12-8)'","SELECT COUNT(col0) FROM table WHERE col1 = '5th, East (10-12-8)'","{'agg': 3, 'sel': 0, 'conds': [[1, 0, '5th, east (10-12-8)']], 'count_star': False}","{'agg': 3, 'sel': 0, 'conds': [[1, 0, '5th, east (10-12-8)']], 'count_star': False}"
1628,1-245695-2,"What was the mls cup playoffs when the mls regular season was 4th, central (11-16-5)?",ok,True,True,True,True,"SELECT mls_cup_playoffs FROM wikisql_data WHERE mls_regular_season = '4th, Central (11-16-5)'","SELECT col2 FROM table WHERE col1 = '4th, Central (11-16-5)'","{'agg': 0, 'sel': 2, 'conds': [[1, 0, '4th, central (11-16-5)']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[1, 0, '4th, central (11-16-5)']], 'count_star': False}"
1629,1-24639086-3,What is the series minimum if the season number is 2.08?,ok,True,True,True,True,SELECT MIN(series) FROM wikisql_data WHERE season = '2.08',SELECT MIN(col0) FROM table WHERE col1 = '2.08',"{'agg': 2, 'sel': 0, 'conds': [[1, 0, 2.08]], 'count_star': False}","{'agg': 2, 'sel': 0, 'conds': [[1, 0, 2.08]], 'count_star': False}"
1630,1-24639086-3,What is the amount of viewers if the series number is 14?,ok,True,True,True,True,SELECT viewers_in_millions FROM wikisql_data WHERE series = 14,SELECT col6 FROM table WHERE col0 = 14,"{'agg': 0, 'sel': 6, 'conds': [[0, 0, 14]], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 14]], 'count_star': False}"
1631,1-24639086-3,"If the amount of viewers is 2.48 million, what is the original air date?",ok,True,True,True,True,SELECT original_air_date FROM wikisql_data WHERE viewers_in_millions = '2.48',SELECT col5 FROM table WHERE col6 = '2.48',"{'agg': 0, 'sel': 5, 'conds': [[6, 0, 2.48]], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[6, 0, 2.48]], 'count_star': False}"
1632,1-24639086-3,"If the season number is 2.08, who was the episode written by?",ok,True,True,True,True,SELECT written_by FROM wikisql_data WHERE season = '2.08',SELECT col4 FROM table WHERE col1 = '2.08',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 2.08]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, 2.08]], 'count_star': False}"
1633,1-24747844-2,What is the maximum money list rank for Matt Hansen?,ok,True,True,True,True,SELECT MAX(money_list_rank) FROM wikisql_data WHERE player = 'Matt Hansen',SELECT MAX(col4) FROM table WHERE col0 = 'Matt Hansen',"{'agg': 1, 'sel': 4, 'conds': [[0, 0, 'matt hansen']], 'count_star': False}","{'agg': 1, 'sel': 4, 'conds': [[0, 0, 'matt hansen']], 'count_star': False}"
1634,1-24747844-2,What is the minimum money list rank for the players having a best finish of T9?,ok,True,True,True,True,SELECT MIN(money_list_rank) FROM wikisql_data WHERE best_finish = 'T9',SELECT MIN(col4) FROM table WHERE col3 = 'T9',"{'agg': 2, 'sel': 4, 'conds': [[3, 0, 't9']], 'count_star': False}","{'agg': 2, 'sel': 4, 'conds': [[3, 0, 't9']], 'count_star': False}"
1635,1-24747844-2,What is the minimum number of starts for the players having a best finish of T18?,ok,True,True,True,True,SELECT MIN(starts) FROM wikisql_data WHERE best_finish = 'T18',SELECT MIN(col1) FROM table WHERE col3 = 'T18',"{'agg': 2, 'sel': 1, 'conds': [[3, 0, 't18']], 'count_star': False}","{'agg': 2, 'sel': 1, 'conds': [[3, 0, 't18']], 'count_star': False}"
1636,1-24747844-2,What is the minimum number of cuts made for Hunter Mahan?,ok,True,True,True,True,SELECT MIN(cuts_made) FROM wikisql_data WHERE player = 'Hunter Mahan',SELECT MIN(col2) FROM table WHERE col0 = 'Hunter Mahan',"{'agg': 2, 'sel': 2, 'conds': [[0, 0, 'hunter mahan']], 'count_star': False}","{'agg': 2, 'sel': 2, 'conds': [[0, 0, 'hunter mahan']], 'count_star': False}"
1637,1-24775967-1,What was the profession of the celebrity who was featured on season 15 and finished 7th place?,ok,True,True,True,True,SELECT notability_profession FROM wikisql_data WHERE season = 15 AND finish = '7th place',SELECT col2 FROM table WHERE col0 = 15 AND col4 = '7th',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 15], [4, 0, '7th']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 15], [4, 0, '7th place']], 'count_star': False}"
1638,1-24901152-2,When winner is the outcome what is the score?,ok,True,True,True,True,SELECT score FROM wikisql_data WHERE outcome = 'Winner',SELECT col6 FROM table WHERE col0 = 'Winner',"{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'winner']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'winner']], 'count_star': False}"
1639,1-24901152-2,When us open (2) is the championship what is the surface?,ok,True,True,True,True,SELECT surface FROM wikisql_data WHERE championship = 'US Open (2)',SELECT col3 FROM table WHERE col2 = 'US Open (2)',"{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'us open (2)']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'us open (2)']], 'count_star': False}"
1640,1-24901152-2,When Australian open is the championship what is the lowest year?,ok,True,True,True,True,SELECT MIN(year) FROM wikisql_data WHERE championship = 'Australian Open',SELECT MIN(col1) FROM table WHERE col2 = 'Australian Open',"{'agg': 2, 'sel': 1, 'conds': [[2, 0, 'australian open']], 'count_star': False}","{'agg': 2, 'sel': 1, 'conds': [[2, 0, 'australian open']], 'count_star': False}"
1641,1-24901152-2,When alicia molik is the partner what is the outcome?,ok,True,True,True,True,SELECT outcome FROM wikisql_data WHERE partner = 'Alicia Molik',SELECT col0 FROM table WHERE col4 = 'Alicia Molik',"{'agg': 0, 'sel': 0, 'conds': [[4, 0, 'alicia molik']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[4, 0, 'alicia molik']], 'count_star': False}"
1642,1-24937583-1,When did they win 7 races?,ok,True,True,True,True,SELECT seasons FROM wikisql_data WHERE wins = 7,SELECT col2 FROM table WHERE col6 = 7,"{'agg': 0, 'sel': 2, 'conds': [[6, 0, 7]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[6, 0, 7]], 'count_star': False}"
1643,1-24937583-1,What were the starts when the points dropped 18?,ok,True,True,True,True,SELECT races_starts FROM wikisql_data WHERE points_dropped_points = '18',SELECT col4 FROM table WHERE col9 = '18',"{'agg': 0, 'sel': 4, 'conds': [[9, 0, 18]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[9, 0, 18]], 'count_star': False}"
1644,1-24937583-1,What is the minimum amount of poles?,ok,True,True,True,True,SELECT MIN(poles) FROM wikisql_data,SELECT MIN(col5) FROM table,"{'agg': 2, 'sel': 5, 'conds': [], 'count_star': False}","{'agg': 2, 'sel': 5, 'conds': [], 'count_star': False}"
1645,1-24937583-1,What was the least amount of wins?,ok,True,True,True,True,SELECT MIN(wins) FROM wikisql_data,SELECT MIN(col6) FROM table,"{'agg': 2, 'sel': 6, 'conds': [], 'count_star': False}","{'agg': 2, 'sel': 6, 'conds': [], 'count_star': False}"
1646,1-25005714-3,How many values for fab(nm) if the model number is Whistler LP?,ok,True,True,True,True,SELECT COUNT(fab_nm) FROM wikisql_data WHERE model_number = 'Whistler LP',SELECT COUNT(col4) FROM table WHERE col2 = 'Whistler LP',"{'agg': 3, 'sel': 4, 'conds': [[2, 0, 'whistler lp']], 'count_star': False}","{'agg': 3, 'sel': 4, 'conds': [[2, 0, 'whistler lp']], 'count_star': False}"
1647,1-25005714-3,What is the value for congi core 1 if the code name is Redwood and core clock(mhz) is 500?,ok,True,True,True,True,SELECT config_core_1 FROM wikisql_data WHERE code_name = 'Redwood' AND core_clock_mhz = '500',SELECT col9 FROM table WHERE col3 = 'Redwood' AND col7 = '500',"{'agg': 0, 'sel': 9, 'conds': [[3, 0, 'redwood'], [7, 0, 500]], 'count_star': False}","{'agg': 0, 'sel': 9, 'conds': [[3, 0, 'redwood'], [7, 0, 500]], 'count_star': False}"
1649,1-25005714-3,How many values for bus width have a bandwidth of 25.6 and model number of Granville Pro?,ok,True,True,True,True,SELECT COUNT(bus_width_bit) FROM wikisql_data WHERE bandwidth_gb_s = '25.6' AND model_number = 'Granville Pro',SELECT COUNT(col14) FROM table WHERE col12 = '25.6' AND col2 = 'Granville Pro',"{'agg': 3, 'sel': 14, 'conds': [[12, 0, 25.6], [2, 0, 'granville pro']], 'count_star': False}","{'agg': 3, 'sel': 14, 'conds': [[12, 0, 25.6], [2, 0, 'granville pro']], 'count_star': False}"
1650,1-25005714-3,What is every code name for the model Radeon HD 6650m?,ok,True,True,True,True,SELECT code_name FROM wikisql_data WHERE model = 'Radeon HD 6650M',SELECT col3 FROM table WHERE col0 = 'Radeon HD 6650M',"{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'radeon hd 6650m']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'radeon hd 6650m']], 'count_star': False}"
1652,1-2500440-1,What is the density per km in Smoky Lake County?,ok,True,True,True,True,SELECT population_density_per_km_2 FROM wikisql_data WHERE name = 'Smoky Lake County',SELECT col6 FROM table WHERE col1 = 'Smoky Lake County',"{'agg': 0, 'sel': 6, 'conds': [[1, 0, 'smoky lake county']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'smoky lake county']], 'count_star': False}"
1653,1-2500440-1,What is the population per km in Smoky Lake County?,ok,True,True,True,True,SELECT population_density_per_km_2 FROM wikisql_data WHERE name = 'Smoky Lake County',SELECT col6 FROM table WHERE col1 = 'Smoky Lake County',"{'agg': 0, 'sel': 6, 'conds': [[1, 0, 'smoky lake county']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'smoky lake county']], 'count_star': False}"
1654,1-2500440-1,What is the population per km2 in Fishing Lake?,ok,True,True,True,True,SELECT population_density_per_km_2 FROM wikisql_data WHERE name = 'Fishing Lake',SELECT col6 FROM table WHERE col0 = 'Fishing Lake',"{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'fishing lake']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'fishing lake']], 'count_star': False}"
1655,1-2500440-1,What is the population density in Buffalo Lake?,ok,True,True,True,True,SELECT population_density_per_km_2 FROM wikisql_data WHERE name = 'Buffalo Lake',SELECT col6 FROM table WHERE col0 = 'Buffalo Lake',"{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'buffalo lake']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'buffalo lake']], 'count_star': False}"
1656,1-25037577-1,How many years was lynn muscarella the high school principal and charlie wiltse the superintendent?,ok,True,True,True,True,SELECT COUNT(year) FROM wikisql_data WHERE high_school_principal = 'Lynn Muscarella' AND superintendent = 'Charlie Wiltse',SELECT COUNT(col0) FROM table WHERE col5 = 'Lynn Muscarella' AND col1 = 'Charlie Wiltse',"{'agg': 3, 'sel': 0, 'conds': [[5, 0, 'lynn muscarella'], [1, 0, 'charlie wiltse']], 'count_star': False}","{'agg': 3, 'sel': 0, 'conds': [[5, 0, 'lynn muscarella'], [1, 0, 'charlie wiltse']], 'count_star': False}"
