line_no,db_id,question,gold_sql,pred_sql,em,agg_match,sel_match,cond_match,fail_reason,fail_category,gold_struct,pred_struct
1545,1-24018112-1,What brand is model I7-8xx?,SELECT col1 FROM table WHERE col2 = 'i7-8xx',SELECT brand_name FROM wikisql_data WHERE model_list = 'I7-8xx',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""i7-8xx""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""i7-8xx""]], ""count_star"": false}"
1546,1-24018112-1,List the number of cores for ddr3-1333 with frequencies between 2.66-2.8ghz.,SELECT col4 FROM table WHERE col5 = 'DDR3-1333' AND col3 = '2.66-2.8GHz',SELECT COUNT(cores_threads) FROM wikisql_data WHERE frequency BETWEEN '2.66ghz' AND '2.8ghz' AND max_memory_speed = 'ddr3-1333',False,False,True,False,"agg(gold=NONE pred=COUNT) | cond(gold=[[5, 0, 'ddr3-1333'], [3, 0, '2.66-2.8ghz']] pred=[[5, 0, 'ddr3-1333']])",agg+cond,"{""agg"": 0, ""sel"": 4, ""conds"": [[5, 0, ""ddr3-1333""], [3, 0, ""2.66-2.8ghz""]], ""count_star"": false}","{""agg"": 3, ""sel"": 4, ""conds"": [[5, 0, ""ddr3-1333""]], ""count_star"": false}"
1547,1-24018112-1,What frequency does the Pentium processor use?,SELECT col3 FROM table WHERE col1 = 'Pentium',SELECT frequency FROM wikisql_data WHERE brand_name = 'pentium',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""pentium""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""pentium""]], ""count_star"": false}"
1548,1-2401326-1,How many different counts of the votes for Bush are there in the county where he got 69.7% of the votes?,SELECT COUNT(col4) FROM table WHERE col3 = '69.7%',SELECT COUNT(DISTINCT bush) FROM wikisql_data WHERE bush_2 = 69.7,False,True,False,True,sel(gold=4=Bush# pred=3=Bush%),sel_only,"{""agg"": 3, ""sel"": 4, ""conds"": [[3, 0, 69.7]], ""count_star"": false}","{""agg"": 3, ""sel"": 3, ""conds"": [[3, 0, 69.7]], ""count_star"": false}"
1549,1-2401326-1,What percentage of the votes in Oneida did Kerry win?,SELECT col1 FROM table WHERE col0 = 'Oneida',SELECT kerry FROM wikisql_data WHERE county = 'oneida',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""oneida""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""oneida""]], ""count_star"": false}"
1550,1-2401326-1,What percentage of the people in Bonneville voted for Bush?,SELECT col3 FROM table WHERE col0 = 'Bonneville',SELECT bush FROM wikisql_data WHERE county = 'bonneville',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""bonneville""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""bonneville""]], ""count_star"": false}"
1551,1-2401326-1,What percentage of the votes were for others in the county where 462 people voted that way?,SELECT col5 FROM table WHERE col6 = 462,SELECT others FROM wikisql_data WHERE others = 462,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[6, 0, 462]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[5, 0, 462]], ""count_star"": false}"
1552,1-2401326-1,What's percentage voted for Busg in the county where Kerry got 37.6%?,SELECT col3 FROM table WHERE col1 = '37.6%',SELECT bush FROM wikisql_data WHERE kerry = 37.6,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, 37.6]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, 37.6]], ""count_star"": false}"
1553,1-2401326-1,How many people voted for Kerry in the county where 8 voted for others?,SELECT MIN(col2) FROM table WHERE col6 = 8,SELECT kerry FROM wikisql_data WHERE others = 8,False,False,False,True,agg(gold=MIN pred=NONE) | sel(gold=2=Kerry# pred=1=Kerry%),agg+sel,"{""agg"": 2, ""sel"": 2, ""conds"": [[6, 0, 8]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[5, 0, 8]], ""count_star"": false}"
1554,1-24059973-3,"When 3:38:45 is  3:34:14 what is the date on May 11th, 2008?",SELECT col4 FROM table WHERE col2 = '3:38:45',SELECT col_11_may_2008 FROM wikisql_data WHERE col_3_34_14 = '3:38:45',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""3:38:45""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""3:38:45""]], ""count_star"": false}"
1555,1-24059973-3,When north american record is the world record who is the denis nizhegorodov ( rus )?,SELECT col1 FROM table WHERE col0 = 'North American record',SELECT denis_nizhegorodov_rus FROM wikisql_data WHERE world_record = col_3_34_14,False,True,True,False,"cond(gold=[[0, 0, 'north american record']] pred=[[0, 0, 'col_3_34_14']])",cond_only,"{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""north american record""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""col_3_34_14""]], ""count_star"": false}"
1556,1-24059973-3,"When 3:41:20 is  3:34:14 what is cheboksary , russia?",SELECT col3 FROM table WHERE col2 = '3:41:20',SELECT cheboksary_russia FROM wikisql_data WHERE col_3_34_14 = '3:41:20',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""3:41:20""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""3:41:20""]], ""count_star"": false}"
1557,1-24172157-3,How many incoming managers were there after Roy Hodgson left the position for the Fulham team?,SELECT COUNT(col5) FROM table WHERE col1 = 'Roy Hodgson' AND col0 = 'Fulham',SELECT COUNT(*) FROM wikisql_data WHERE team = 'fulham' AND date_of_appointment > (SELECT date_of_vacancy FROM wikisql_data WHERE outgoing_manager = 'roy hodgson'),False,True,True,False,"cond(gold=[[1, 0, 'roy hodgson'], [0, 0, 'fulham']] pred=[[0, 0, 'fulham']])",cond_only,"{""agg"": 3, ""sel"": 5, ""conds"": [[1, 0, ""roy hodgson""], [0, 0, ""fulham""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[0, 0, ""fulham""]], ""count_star"": true}"
1558,1-24172157-3,What is the table for the team Blackburn Rovers?,SELECT col4 FROM table WHERE col0 = 'Blackburn Rovers',SELECT table_col FROM wikisql_data WHERE team = 'blackburn rovers',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""blackburn rovers""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""blackburn rovers""]], ""count_star"": false}"
1559,1-24172157-3,What was the date of appointment for incoming manager Roy Hodgson and the team is Liverpool?,SELECT col6 FROM table WHERE col0 = 'Liverpool' AND col5 = 'Roy Hodgson',SELECT date_of_appointment FROM wikisql_data WHERE incoming_manager = 'Roy Hodgson' AND team = 'Liverpool',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[0, 0, ""liverpool""], [5, 0, ""roy hodgson""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[5, 0, ""roy hodgson""], [0, 0, ""liverpool""]], ""count_star"": false}"
1560,1-24172157-3,What team has an incoming manager named Kenny Dalglish?,SELECT col0 FROM table WHERE col5 = 'Kenny Dalglish',SELECT team FROM wikisql_data WHERE incoming_manager = 'Kenny Dalglish',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[5, 0, ""kenny dalglish""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[5, 0, ""kenny dalglish""]], ""count_star"": false}"
1561,1-24172157-3,What is the date of vacancy for the Liverpool team with a table named pre-season?,SELECT col3 FROM table WHERE col4 = 'Pre-season' AND col0 = 'Liverpool',SELECT date_of_vacancy FROM wikisql_data WHERE team = 'liverpool' AND table_col = 'pre-season',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, ""pre-season""], [0, 0, ""liverpool""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""liverpool""], [4, 0, ""pre-season""]], ""count_star"": false}"
1562,1-24162080-3,When steve mcclaren is the replacer what is the manner of departure?,SELECT col2 FROM table WHERE col5 = 'Steve McClaren',SELECT manner_of_departure FROM wikisql_data WHERE replaced_by = 'steve mcclaren',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""steve mcclaren""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""steve mcclaren""]], ""count_star"": false}"
1563,1-24162080-3,When 1. fc köln is the team what is the date of appointment?,SELECT col6 FROM table WHERE col0 = '1. FC Köln',SELECT date_of_appointment FROM wikisql_data WHERE team = '1. fc köln',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[0, 0, ""1. fc k\u00f6ln""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[0, 0, ""1. fc k\u00f6ln""]], ""count_star"": false}"
1564,1-2417741-1,When 1999 is the year how many tournaments are there?,SELECT COUNT(col1) FROM table WHERE col0 = 1999,SELECT COUNT(*) FROM wikisql_data WHERE year = 1999,True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 1, ""conds"": [[0, 0, 1999]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[0, 0, 1999]], ""count_star"": true}"
1565,1-2417741-1,When cary middlecoff is the winner how many pars are there?,SELECT COUNT(col5) FROM table WHERE col2 = 'Cary Middlecoff',SELECT COUNT(*) FROM wikisql_data WHERE winner = 'cary middlecoff',True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 5, ""conds"": [[2, 0, ""cary middlecoff""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[2, 0, ""cary middlecoff""]], ""count_star"": true}"
1566,1-2417741-1,When hale irwin is the winner what is the margin of victory?,SELECT col3 FROM table WHERE col2 = 'Hale Irwin',SELECT margin_of_victory FROM wikisql_data WHERE winner = 'hale irwin',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""hale irwin""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""hale irwin""]], ""count_star"": false}"
1567,1-2417741-1,When gary player is the winner what is the lowest winners share in dollars?,SELECT MIN(col4) FROM table WHERE col2 = 'Gary Player',SELECT MIN(winners_share) FROM wikisql_data WHERE winner = 'gary player',True,True,True,True,ok,ok,"{""agg"": 2, ""sel"": 4, ""conds"": [[2, 0, ""gary player""]], ""count_star"": false}","{""agg"": 2, ""sel"": 4, ""conds"": [[2, 0, ""gary player""]], ""count_star"": false}"
1568,1-24195232-1,"How many entries are there for founded when the location was springfield, ohio?","SELECT COUNT(col3) FROM table WHERE col1 = 'Springfield, Ohio'","SELECT COUNT(*) FROM wikisql_data WHERE location = 'springfield, ohio'",True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 3, ""conds"": [[1, 0, ""springfield, ohio""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[1, 0, ""springfield, ohio""]], ""count_star"": true}"
1569,1-24195232-1,What was the location for the team name of patriots?,SELECT col1 FROM table WHERE col2 = 'Patriots',SELECT location FROM wikisql_data WHERE team_name = 'patriots',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""patriots""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""patriots""]], ""count_star"": false}"
1570,1-24195232-1,What is the location when founded was 1957?,SELECT col1 FROM table WHERE col3 = 1957,SELECT location FROM wikisql_data WHERE founded = 1957,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, 1957]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, 1957]], ""count_star"": false}"
1571,1-24195232-1,What is the affiliation when the institution was ohio christian university?,SELECT col4 FROM table WHERE col0 = 'Ohio Christian University',SELECT affiliation FROM wikisql_data WHERE institution = 'ohio christian university',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""ohio christian university""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""ohio christian university""]], ""count_star"": false}"
1572,1-24195232-1,"What is the institution that was located is circleville, ohio?","SELECT col0 FROM table WHERE col1 = 'Circleville, Ohio'","SELECT institution FROM wikisql_data WHERE location = 'circleville, ohio'",True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""circleville, ohio""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""circleville, ohio""]], ""count_star"": false}"
1573,1-24195232-1,What is the location for the team name of eagles?,SELECT col1 FROM table WHERE col2 = 'Eagles',SELECT location FROM wikisql_data WHERE team_name = 'eagles',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""eagles""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""eagles""]], ""count_star"": false}"
1574,1-24222929-3,When did the episode that had 5.09 million total viewers (both Live and SD types) first air?,SELECT col2 FROM table WHERE col6 = '5.09 million',SELECT original_airdate FROM wikisql_data WHERE live_sd_total_viewers = 5.09,False,True,True,False,"cond(gold=[[6, 0, '5.09 million']] pred=[])",cond_only,"{""agg"": 0, ""sel"": 2, ""conds"": [[6, 0, ""5.09 million""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [], ""count_star"": false}"
1575,1-24222929-3,How many total viewers (combined Live and SD) watched the episode with a share of 8?,SELECT col7 FROM table WHERE col5 = '8',SELECT SUM(live_sd_total_viewers) FROM wikisql_data WHERE share = 8,False,False,False,False,parse_fail_pred,parse_fail_pred,"{""agg"": 0, ""sel"": 7, ""conds"": [[5, 0, 8]], ""count_star"": false}",null
1576,1-24222929-3,When did the fourth episode of the season (4 1-04) first air?,SELECT col2 FROM table WHERE col0 = '4 1-04',SELECT original_airdate FROM wikisql_data WHERE episode_number_production_number = '4 1-04',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""4 1-04""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""4 1-04""]], ""count_star"": false}"
1577,1-24222929-3,"What are the ""18–49 Rating Live+SD"" ratings and ""Live+7"" ratings, respectively, for the episode that originally aired on October 14, 2009?","SELECT col4 FROM table WHERE col2 = 'October 14, 2009'","SELECT col_18_49_rating_live_sd_live_7, live_7_day_dvr_total_viewers FROM wikisql_data WHERE original_airdate = 'October 14, 2009'",False,False,False,False,parse_fail_pred,parse_fail_pred,"{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""october 14, 2009""]], ""count_star"": false}",null
1578,1-24222929-3,When did the episode that had 3.69 million total viewers (Live and SD types combined) first air?,SELECT col2 FROM table WHERE col6 = '3.69 million',SELECT original_airdate FROM wikisql_data WHERE live_sd_total_viewers = 3.69,False,True,True,False,"cond(gold=[[6, 0, '3.69 million']] pred=[])",cond_only,"{""agg"": 0, ""sel"": 2, ""conds"": [[6, 0, ""3.69 million""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [], ""count_star"": false}"
1579,1-24225238-1,Who was the leading actor in the film with a supporting actor named Cecil Kellaway?,SELECT col5 FROM table WHERE col7 = 'Cecil Kellaway',SELECT leading_actor FROM wikisql_data WHERE supporting_actor = 'Cecil Kellaway',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[7, 0, ""cecil kellaway""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[7, 0, ""cecil kellaway""]], ""count_star"": false}"
1580,1-24225238-1,"Who was the supporting actress in ""For Whom the Bell Tolls""?",SELECT col8 FROM table WHERE col4 = 'For Whom the Bell Tolls',SELECT supporting_actress FROM wikisql_data WHERE film = 'For Whom the Bell Tolls',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 8, ""conds"": [[4, 0, ""for whom the bell tolls""]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[4, 0, ""for whom the bell tolls""]], ""count_star"": false}"
1581,1-24225238-1,Who was the supporting actress in a film with Diane Keaton as the leading actress?,SELECT col8 FROM table WHERE col6 = 'Diane Keaton',SELECT supporting_actress FROM wikisql_data WHERE leading_actress = 'Diane Keaton',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 8, ""conds"": [[6, 0, ""diane keaton""]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[6, 0, ""diane keaton""]], ""count_star"": false}"
1582,1-24225238-1,Who was the leading actress in a film with Warren Beatty as the leading actor and also at the 40th Oscars?,SELECT col6 FROM table WHERE col5 = 'Warren Beatty' AND col1 = '40th',SELECT leading_actress FROM wikisql_data WHERE leading_actor = 'Warren Beatty' AND year = 1968,False,True,True,False,"cond(gold=[[5, 0, 'warren beatty'], [1, 0, '40th']] pred=[[5, 0, 'warren beatty'], [0, 0, 1968]])",cond_only,"{""agg"": 0, ""sel"": 6, ""conds"": [[5, 0, ""warren beatty""], [1, 0, ""40th""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[5, 0, ""warren beatty""], [0, 0, 1968]], ""count_star"": false}"
1583,1-24225238-1,Which film had Charles Bickford as supporting actor?,SELECT col4 FROM table WHERE col7 = 'Charles Bickford',SELECT film FROM wikisql_data WHERE supporting_actor = 'charles bickford',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[7, 0, ""charles bickford""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[7, 0, ""charles bickford""]], ""count_star"": false}"
1584,1-24225238-1,Who was the supporting actress in 1943?,SELECT col8 FROM table WHERE col0 = 1943,SELECT supporting_actress FROM wikisql_data WHERE year = 1943,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 8, ""conds"": [[0, 0, 1943]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[0, 0, 1943]], ""count_star"": false}"
1585,1-24291077-4,How many episodes aired in Sydney in Week 3?,SELECT COUNT(col1) FROM table WHERE col0 = 3,SELECT sydney FROM wikisql_data WHERE week = 3,False,False,True,True,agg(gold=COUNT pred=NONE),agg_only,"{""agg"": 3, ""sel"": 1, ""conds"": [[0, 0, 3]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, 3]], ""count_star"": false}"
1586,1-24291077-4,How many viewers were there in Sydney for the episode when there were 334000 in Melbourne?,SELECT col1 FROM table WHERE col2 = 334000,SELECT sydney FROM wikisql_data WHERE melbourne = 334000,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, 334000]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, 334000]], ""count_star"": false}"
1587,1-24291077-4,How many Adelaide viewers were there in Week 5?,SELECT col4 FROM table WHERE col0 = 5,SELECT adelaide FROM wikisql_data WHERE week = 5,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 5]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 5]], ""count_star"": false}"
1588,1-24291077-4,What is the highest number of Brisbane viewers?,SELECT MAX(col3) FROM table,SELECT max(brisbane) FROM wikisql_data,True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 3, ""conds"": [], ""count_star"": false}","{""agg"": 1, ""sel"": 3, ""conds"": [], ""count_star"": false}"
1589,1-24291077-8,What was the rating in Brisbane the week it was 276000 in Melbourne? ,SELECT MAX(col3) FROM table WHERE col2 = 276000,SELECT brisbane FROM wikisql_data WHERE melbourne = 276000,False,False,True,True,agg(gold=MAX pred=NONE),agg_only,"{""agg"": 1, ""sel"": 3, ""conds"": [[2, 0, 276000]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, 276000]], ""count_star"": false}"
1590,1-24291077-8,What was the total rating on week 3? ,SELECT col6 FROM table WHERE col0 = 3,SELECT total FROM wikisql_data WHERE week = 3,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[0, 0, 3]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[0, 0, 3]], ""count_star"": false}"
1591,1-24291077-8,What was the rating for Brisbane the week that Adelaide had 94000?,SELECT MIN(col3) FROM table WHERE col4 = 94000,SELECT brisbane FROM wikisql_data WHERE adelaide = 94000,False,False,True,True,agg(gold=MIN pred=NONE),agg_only,"{""agg"": 2, ""sel"": 3, ""conds"": [[4, 0, 94000]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, 94000]], ""count_star"": false}"
1592,1-24319661-3,How many millions of people in the US watched when Kevin Bray was director?,SELECT col5 FROM table WHERE col3 = 'Kevin Bray',SELECT COUNT(*) FROM wikisql_data WHERE directed_by = 'Kevin Bray',False,False,False,True,agg(gold=NONE pred=COUNT) | sel(gold=5=U.S. viewers (million) pred=-999=COUNT(*)),agg+sel,"{""agg"": 0, ""sel"": 5, ""conds"": [[3, 0, ""kevin bray""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[3, 0, ""kevin bray""]], ""count_star"": true}"
1593,1-24319661-3,"How many millions of people in the US watched the ""Company Man"" episode?","SELECT col5 FROM table WHERE col2 = '""Company Man""'",SELECT u_s_viewers_million FROM wikisql_data WHERE title = 'Company Man',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[2, 0, ""company man""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[2, 0, ""company man""]], ""count_star"": false}"
1594,1-24319661-3,How many episodes in the season had 3.81 million US viewers?,SELECT COUNT(col1) FROM table WHERE col5 = '3.81',SELECT COUNT(*) FROM wikisql_data WHERE u_s_viewers_million = 3.81,True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 1, ""conds"": [[5, 0, 3.81]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[5, 0, 3.81]], ""count_star"": true}"
1595,1-24319661-3,"Who directed the episode ""Point Blank""?","SELECT col3 FROM table WHERE col2 = '""Point Blank""'",SELECT directed_by FROM wikisql_data WHERE title = 'Point Blank',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""point blank""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""point blank""]], ""count_star"": false}"
1596,1-24334261-1,What is the maximum folded value of the team whose stadium is Fraser Field?,SELECT MAX(col5) FROM table WHERE col2 = 'Fraser Field',SELECT max(folded) FROM wikisql_data WHERE stadium = 'Fraser Field',True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 5, ""conds"": [[2, 0, ""fraser field""]], ""count_star"": false}","{""agg"": 1, ""sel"": 5, ""conds"": [[2, 0, ""fraser field""]], ""count_star"": false}"
1597,1-24334261-1,What is the maximum founded year of the Worcester Tornadoes?,SELECT MAX(col4) FROM table WHERE col0 = 'Worcester Tornadoes',SELECT max(founded) FROM wikisql_data WHERE team = 'Worcester Tornadoes',True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 4, ""conds"": [[0, 0, ""worcester tornadoes""]], ""count_star"": false}","{""agg"": 1, ""sel"": 4, ""conds"": [[0, 0, ""worcester tornadoes""]], ""count_star"": false}"
1598,1-24399615-3,How many viewers were there for airdate is 22 october 2009?,SELECT MAX(col2) FROM table WHERE col1 = '22 October 2009',SELECT viewers FROM wikisql_data WHERE airdate = '22 october 2009',False,False,True,True,agg(gold=MAX pred=NONE),agg_only,"{""agg"": 1, ""sel"": 2, ""conds"": [[1, 0, ""22 october 2009""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""22 october 2009""]], ""count_star"": false}"
1599,1-24399615-3,What is the  cable rank for episode no. 4?,SELECT col4 FROM table WHERE col0 = 4,SELECT cable_rank FROM wikisql_data WHERE episode_no = 4,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 4]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 4]], ""count_star"": false}"
1600,1-24399615-3,Where where the bbc three weekly ranking for episode no. 5?,SELECT col3 FROM table WHERE col0 = 5,SELECT bbc_three_weekly_ranking FROM wikisql_data WHERE episode_no = 5,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 5]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 5]], ""count_star"": false}"
1601,1-24399615-3,What is the cable rank for bbc three weekly ranking of n/a?,SELECT col4 FROM table WHERE col3 = 'N/A',SELECT cable_rank FROM wikisql_data WHERE bbc_three_weekly_ranking = 'n/a',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""n/a""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""n/a""]], ""count_star"": false}"
1602,1-24399615-3,What is the cable rank for the airdate of 10 december 2009?,SELECT col4 FROM table WHERE col1 = '10 December 2009',SELECT cable_rank FROM wikisql_data WHERE airdate = '10 december 2009',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""10 december 2009""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""10 december 2009""]], ""count_star"": false}"
1603,1-24399615-3,How many entries are shown for viewers when the airdate was 26 november 2009?,SELECT COUNT(col2) FROM table WHERE col1 = '26 November 2009',SELECT COUNT(*) FROM wikisql_data WHERE airdate = '26 november 2009' AND viewers IS NOT NULL,True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 2, ""conds"": [[1, 0, ""26 november 2009""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[1, 0, ""26 november 2009""]], ""count_star"": true}"
1604,1-24463470-1,What is the difficulty of the athens circuit?,SELECT col1 FROM table WHERE col0 = 'Athens',SELECT difficulty FROM wikisql_data WHERE circuit = 'athens',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""athens""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""athens""]], ""count_star"": false}"
1605,1-24463470-1,How many instances is paris the unlock?,SELECT COUNT(col6) FROM table WHERE col7 = 'Paris',SELECT COUNT(*) FROM wikisql_data WHERE unlocks = 'paris',True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 6, ""conds"": [[7, 0, ""paris""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[7, 0, ""paris""]], ""count_star"": true}"
1606,1-24463470-1,How many instances is the unlocked n/a?,SELECT COUNT(col4) FROM table WHERE col8 = 'N/A',SELECT COUNT(*) FROM wikisql_data WHERE unlocks = 'n/a',True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 4, ""conds"": [[8, 0, ""n/a""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[7, 0, ""n/a""]], ""count_star"": true}"
